symbol,Date,quote_time,ask_price,norm_ask_price,ask_size,bid_price,norm_bid_price,bid_size,last_trade_price,norm_last_trade_price,last_trade_size,mark_price,norm_mark_price,volume,Volume
IWM190920C160,2019-09-13,2019-09-13 09:30:01,0.86,1.0,1,0.61,0.7093,35,0.75,0.872,1,0.735,0.8546,1,1
IWM190920C160,2019-09-13,2019-09-13 09:30:01,0.86,1.0,1,0.61,0.7093,35,0.75,0.872,1,0.735,0.8546,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:02,0.86,1.0,1,0.61,0.7093,35,0.75,0.872,1,0.735,0.8546,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:02,0.8,0.9302,15,0.73,0.8488,35,0.75,0.872,1,0.765,0.8895,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:03,0.79,0.9186,75,0.73,0.8488,120,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:03,0.8,0.9302,15,0.73,0.8488,35,0.75,0.872,1,0.765,0.8895,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:04,0.79,0.9186,30,0.73,0.8488,21,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:04,0.79,0.9186,75,0.73,0.8488,120,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:05,0.79,0.9186,17,0.73,0.8488,36,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:05,0.79,0.9186,15,0.73,0.8488,36,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:06,0.79,0.9186,17,0.74,0.8604,20,0.75,0.872,1,0.765,0.8895,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:06,0.8,0.9302,30,0.74,0.8604,30,0.75,0.872,1,0.77,0.8953,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:07,0.8,0.9302,17,0.74,0.8604,30,0.75,0.872,1,0.77,0.8953,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:07,0.8,0.9302,376,0.74,0.8604,75,0.75,0.872,1,0.77,0.8953,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:08,0.81,0.9418,126,0.75,0.872,60,0.75,0.872,1,0.78,0.9069,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:09,0.79,0.9186,75,0.75,0.872,60,0.75,0.872,1,0.77,0.8953,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:09,0.79,0.9186,75,0.76,0.8837,60,0.75,0.872,1,0.775,0.9011,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:10,0.79,0.9186,75,0.75,0.872,60,0.75,0.872,1,0.77,0.8953,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:10,0.79,0.9186,75,0.75,0.872,121,0.75,0.872,1,0.77,0.8953,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:11,0.79,0.9186,13,0.76,0.8837,60,0.75,0.872,1,0.775,0.9011,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:12,0.78,0.9069,13,0.74,0.8604,20,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:12,0.79,0.9186,13,0.76,0.8837,60,0.75,0.872,1,0.775,0.9011,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:13,0.79,0.9186,60,0.74,0.8604,20,0.75,0.872,1,0.765,0.8895,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:13,0.78,0.9069,20,0.74,0.8604,20,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:14,0.78,0.9069,26,0.74,0.8604,20,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:14,0.78,0.9069,23,0.74,0.8604,20,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:15,0.77,0.8953,23,0.72,0.8372,136,0.75,0.872,1,0.745,0.8662,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:15,0.78,0.9069,228,0.72,0.8372,19,0.75,0.872,1,0.75,0.872,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:16,0.77,0.8953,23,0.72,0.8372,158,0.75,0.872,1,0.745,0.8662,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:16,0.78,0.9069,83,0.72,0.8372,158,0.75,0.872,1,0.75,0.872,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:17,0.78,0.9069,92,0.73,0.8488,133,0.75,0.872,1,0.755,0.8779,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:17,0.78,0.9069,270,0.73,0.8488,161,0.75,0.872,1,0.755,0.8779,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:18,0.78,0.9069,70,0.73,0.8488,161,0.75,0.872,1,0.755,0.8779,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:19,0.78,0.9069,88,0.73,0.8488,67,0.75,0.872,1,0.755,0.8779,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:20,0.78,0.9069,71,0.73,0.8488,67,0.75,0.872,1,0.755,0.8779,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:21,0.78,0.9069,117,0.73,0.8488,60,0.75,0.872,1,0.755,0.8779,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:21,0.78,0.9069,227,0.73,0.8488,169,0.75,0.872,1,0.755,0.8779,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:22,0.78,0.9069,258,0.73,0.8488,67,0.75,0.872,1,0.755,0.8779,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:22,0.78,0.9069,70,0.73,0.8488,67,0.75,0.872,1,0.755,0.8779,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:23,0.78,0.9069,70,0.73,0.8488,67,0.75,0.872,1,0.755,0.8779,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:24,0.78,0.9069,73,0.73,0.8488,162,0.75,0.872,1,0.755,0.8779,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:25,0.78,0.9069,37,0.74,0.8604,60,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:26,0.78,0.9069,308,0.74,0.8604,109,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:26,0.78,0.9069,385,0.74,0.8604,109,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:27,0.78,0.9069,408,0.74,0.8604,109,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:28,0.78,0.9069,408,0.74,0.8604,109,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:28,0.78,0.9069,310,0.74,0.8604,120,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:29,0.78,0.9069,310,0.74,0.8604,120,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:29,0.78,0.9069,130,0.74,0.8604,169,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:30,0.78,0.9069,108,0.74,0.8604,169,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:31,0.78,0.9069,20,0.74,0.8604,198,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:31,0.78,0.9069,26,0.74,0.8604,198,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:32,0.78,0.9069,28,0.74,0.8604,221,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:33,0.78,0.9069,28,0.74,0.8604,210,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:34,0.78,0.9069,20,0.74,0.8604,167,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:34,0.78,0.9069,28,0.74,0.8604,210,0.75,0.872,1,0.76,0.8837,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:35,0.78,0.9069,19,0.75,0.872,110,0.75,0.872,1,0.765,0.8895,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:35,0.78,0.9069,11,0.75,0.872,204,0.75,0.872,1,0.765,0.8895,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:36,0.78,0.9069,10,0.75,0.872,165,0.75,0.872,1,0.765,0.8895,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:36,0.78,0.9069,10,0.75,0.872,110,0.75,0.872,1,0.765,0.8895,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:37,0.78,0.9069,1,0.75,0.872,279,0.75,0.872,1,0.765,0.8895,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:37,0.78,0.9069,10,0.75,0.872,155,0.75,0.872,1,0.765,0.8895,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:38,0.78,0.9069,1,0.76,0.8837,110,0.75,0.872,1,0.77,0.8953,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:39,0.78,0.9069,1,0.77,0.8953,25,0.75,0.872,1,0.775,0.9011,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:39,0.78,0.9069,1,0.77,0.8953,106,0.75,0.872,1,0.775,0.9011,1,0
IWM190920C160,2019-09-13,2019-09-13 09:30:40,0.78,0.9069,1,0.77,0.8953,106,0.75,0.872,1,0.775,0.9011,1,0
