symbol,Date,quote_time,ask_price,norm_ask_price,ask_size,bid_price,norm_bid_price,bid_size,last_trade_price,norm_last_trade_price,last_trade_size,mark_price,norm_mark_price,volume,Volume
SPY190715C301,2019-07-12,2019-07-12 09:30:00,0.23,1.0,702,0.22,0.9565,285,0.25,1.0869,2,0.225,0.9782,14492,14492
SPY190715C301,2019-07-12,2019-07-12 09:30:05,0.29,1.2608,304,0.25,1.0869,271,0.25,1.0869,2,0.27,1.1739,0,-14492
SPY190715C301,2019-07-12,2019-07-12 09:30:06,0.3,1.3043,271,0.26,1.1304,300,0.25,1.0869,2,0.28,1.2173,0,0
SPY190715C301,2019-07-12,2019-07-12 09:30:07,0.28,1.2173,180,0.26,1.1304,300,0.25,1.0869,2,0.27,1.1739,0,0
SPY190715C301,2019-07-12,2019-07-12 09:30:07,0.28,1.2173,88,0.26,1.1304,300,0.25,1.0869,2,0.27,1.1739,0,0
SPY190715C301,2019-07-12,2019-07-12 09:30:08,0.28,1.2173,180,0.26,1.1304,300,0.25,1.0869,2,0.27,1.1739,0,0
SPY190715C301,2019-07-12,2019-07-12 09:30:09,0.28,1.2173,180,0.27,1.1739,5,0.25,1.0869,2,0.275,1.1956,0,0
SPY190715C301,2019-07-12,2019-07-12 09:30:09,0.28,1.2173,180,0.26,1.1304,300,0.25,1.0869,2,0.27,1.1739,0,0
SPY190715C301,2019-07-12,2019-07-12 09:30:10,0.28,1.2173,180,0.27,1.1739,5,0.25,1.0869,2,0.275,1.1956,0,0
SPY190715C301,2019-07-12,2019-07-12 09:30:11,0.28,1.2173,180,0.27,1.1739,5,0.25,1.0869,2,0.275,1.1956,0,0
SPY190715C301,2019-07-12,2019-07-12 09:30:12,0.27,1.1739,34,0.27,1.1739,5,0.27,1.1739,12,0.27,1.1739,21,21
SPY190715C301,2019-07-12,2019-07-12 09:30:12,0.28,1.2173,180,0.27,1.1739,5,0.25,1.0869,2,0.275,1.1956,0,0
